nofinesset;nofinessej;rs;rslongue;numvoie;typvoie;voie;compvoie;lieuditbp;commune;departement;libdepartement;ligneachimenement;libcategetab;libcategagretab;codeape;codemft;libmft;codesph;libsph;ville
830009379;830100566;HJ TRANS EN PROVENCE CHI FREJUS;HJ TRANS EN PROVENCE CHI FREJUS ST RAPHAEL;;QUA;VARAYON;;;141.0;83;VAR;83720 TRANS EN PROVENCE;Centre Hospitalier (C.H.);Centres Hospitaliers;8610Z;3.0;ARS établissements Publics de santé dotation globale;1.0;Etablissement public de santé;TRANS EN PROVENCE
830009528;830100566;CHI FREJUS ST RAPAHEL GERONTO MED SSR;CHI DE FREJUS ST RAPHAEL GERONTO MED SSR;345.0;BD;GEORGES CLEMENCEAU;;;118.0;83;VAR;83700 ST RAPHAEL;Centre Hospitalier (C.H.);Centres Hospitaliers;8610Z;3.0;ARS établissements Publics de santé dotation globale;1.0;Etablissement public de santé;ST RAPHAEL
830017042;830100566;HJ PSY GEN 83G10 CHI FREJUS;HJ PSY GEN 83G10 CHI FREJUS;;IMP;JEAN MONOD;;;42.0;83;VAR;83310 COGOLIN;Centre Hospitalier (C.H.);Centres Hospitaliers;8610Z;3.0;ARS établissements Publics de santé dotation globale;1.0;Etablissement public de santé;COGOLIN
830017604;830100566;HJ PSY IJ 83I04 CHI FREJUS;HJ PSY IJ 83I04 CHI FREJUS;;QUA;COLOMBIERS IMP FOND MARCEAU;;;42.0;83;VAR;83310 COGOLIN;Centre Hospitalier (C.H.);Centres Hospitaliers;8610Z;3.0;ARS établissements Publics de santé dotation globale;1.0;Etablissement public de santé;COGOLIN
830020889;830100533;CH DE HYERES ANTENNE SMUR DU LAVANDOU;CH DE HYERES ANTENNE SMUR SITE CASERNE DU LAVANDOU;;R;DES BUGADIERES;;;70.0;83;VAR;83980 LE LAVANDOU;Centre Hospitalier (C.H.);Centres Hospitaliers;8610Z;3.0;ARS établissements Publics de santé dotation globale;1.0;Etablissement public de santé;LE LAVANDOU
830021093;830100525;HJ AMB G12-13 PSY GEN CH DRAGUIGNAN;HJ AMB G12-13 PSY GEN CH DRAGUIGNAN;;BD;JOSEPH COLLOMP;;LE MALMONT;50.0;83;VAR;83300 DRAGUIGNAN;Centre Hospitalier (C.H.);Centres Hospitaliers;8610Z;3.0;ARS établissements Publics de santé dotation globale;1.0;Etablissement public de santé;DRAGUIGNAN
830100608;830100616;CHITS CH GEORGE SAND;CHITS CH GEORGE SAND;;AV;JULES RENARD;;;126.0;83;VAR;83507 LA SEYNE SUR MER CEDEX;Centre Hospitalier (C.H.);Centres Hospitaliers;8610Z;3.0;ARS établissements Publics de santé dotation globale;1.0;Etablissement public de santé;LA SEYNE SUR MER
830202743;830100616;CHITS HOPITAL GEORGES CLEMENCEAU;CHITS HOPITAL GEORGES CLEMENCEAU;421.0;AV;1ER BT INF MARINE PACIFIQUE;;;62.0;83;VAR;83130 LA GARDE;Centre Hospitalier (C.H.);Centres Hospitaliers;8610Z;3.0;ARS établissements Publics de santé dotation globale;1.0;Etablissement public de santé;LA GARDE
830206298;830100517;CH MOYEN SEJOUR LA SOURCE DE BRIGNOLES;CH MOYEN SEJOUR LA SOURCE DE BRIGNOLES;;AV;DE LATTRE DE TASSIGNY;;BP 301;23.0;83;VAR;83177 BRIGNOLES CEDEX;Centre Hospitalier (C.H.);Centres Hospitaliers;8610Z;3.0;ARS établissements Publics de santé dotation globale;1.0;Etablissement public de santé;BRIGNOLES
830206983;830100517;CH DEPARTEMENTAL DU VAR AU LUC;CH DEPARTEMENTAL DU VAR AU LUC;7.0;R;JEAN JAURES;;BP 87;73.0;83;VAR;83340 LE LUC;Centre Hospitalier (C.H.);Centres Hospitaliers;8610Z;3.0;ARS établissements Publics de santé dotation globale;1.0;Etablissement public de santé;LE LUC
830208294;830100566;HJ LA MAGDELEINE CHI FREJUS;HJ LA MAGDELEINE CHI FREJUS;452.0;R;DU GENERAL BROSSET;;;61.0;83;VAR;83600 FREJUS;Centre Hospitalier (C.H.);Centres Hospitaliers;8610Z;3.0;ARS établissements Publics de santé dotation globale;1.0;Etablissement public de santé;FREJUS
830213856;830100533;CH HYERES SITE RIONDET;CH HYERES SITE RIONDET;33.0;AV;RIONDET;;;69.0;83;VAR;83400 HYERES;Centre Hospitalier (C.H.);Centres Hospitaliers;8610Z;3.0;ARS établissements Publics de santé dotation globale;1.0;Etablissement public de santé;HYERES
840000343;840000012;CENTRE HOSPITALIER DU PAYS D'APT;CENTRE HOSPITALIER DU PAYS D'APT;;RTE;DE MARSEILLE;;BP 172;3.0;84;VAUCLUSE;84405 APT CEDEX;Centre Hospitalier (C.H.);Centres Hospitaliers;8610Z;3.0;ARS établissements Publics de santé dotation globale;1.0;Etablissement public de santé;APT
840000392;840000046;CENTRE HOSPITALIER DE CARPENTRAS;CENTRE HOSPITALIER DE CARPENTRAS;;RPT;DE L'AMITIE;;BP 263;31.0;84;VAUCLUSE;84208 CARPENTRAS CEDEX;Centre Hospitalier (C.H.);Centres Hospitaliers;8610Z;3.0;ARS établissements Publics de santé dotation globale;1.0;Etablissement public de santé;CARPENTRAS
840000418;840004659;CHI DE CAVAILLON LAURIS;CHI DE CAVAILLON LAURIS;119.0;AV;GEORGES CLEMENCEAU;;BP 50157;35.0;84;VAUCLUSE;84304 CAVAILLON CEDEX;Centre Hospitalier (C.H.);Centres Hospitaliers;8610Z;3.0;ARS établissements Publics de santé dotation globale;1.0;Etablissement public de santé;CAVAILLON
840000426;840000061;CENTRE HOSPITALIER DE GORDES;CENTRE HOSPITALIER DE GORDES;;PL;DU CHATEAU;;;50.0;84;VAUCLUSE;84220 GORDES;Centre hospitalier, ex Hôpital local;Hôpitaux Locaux;8610Z;3.0;ARS établissements Publics de santé dotation globale;1.0;Etablissement public de santé;GORDES
840000434;840000079;CENTRE HOSPITALIER ISLE SUR LA SORGUE;CENTRE HOSPITALIER DE L'ISLE SUR LA SORGUE;;PL;DES FRERES BRUN;;CS 30002;54.0;84;VAUCLUSE;84808 L ISLE SUR LA SORGUE CEDEX;Centre hospitalier, ex Hôpital local;Hôpitaux Locaux;8610Z;3.0;ARS établissements Publics de santé dotation globale;1.0;Etablissement public de santé;L ISLE SUR LA SORGUE
840000483;840000087;CH LOUIS GIORGI D'ORANGE;CENTRE HOSPITALIER LOUIS GIORGI D'ORANGE;;AV;DE LAVOISIER;;BP 184;87.0;84;VAUCLUSE;84106 ORANGE CEDEX;Centre Hospitalier (C.H.);Centres Hospitaliers;8610Z;3.0;ARS établissements Publics de santé dotation globale;1.0;Etablissement public de santé;ORANGE
840000491;130041916;CHI SITE DE PERTUIS;CHI SITE DE PERTUIS;58.0;R;DE CROZE;;BP 110;89.0;84;VAUCLUSE;84123 PERTUIS CEDEX;Centre Hospitalier (C.H.);Centres Hospitaliers;8610Z;3.0;ARS établissements Publics de santé dotation globale;1.0;Etablissement public de santé;PERTUIS
840000517;840000103;CENTRE HOSPITALIER DE SAULT;CENTRE HOSPITALIER DE SAULT;;CHE;DE ST TRINIT QUA MOUGNE;;;123.0;84;VAUCLUSE;84390 SAULT;Centre hospitalier, ex Hôpital local;Hôpitaux Locaux;8610Z;3.0;ARS établissements Publics de santé dotation globale;1.0;Etablissement public de santé;SAULT
840000525;840000111;CH VAISON LA ROMAINE;CENTRE HOSPITALIER DE VAISON LA ROMAINE;18.0;R;GRAND'RUE;;BP 73;137.0;84;VAUCLUSE;84110 VAISON LA ROMAINE;Centre Hospitalier (C.H.);Centres Hospitaliers;8610Z;3.0;ARS établissements Publics de santé dotation globale;1.0;Etablissement public de santé;VAISON LA ROMAINE
840000533;840000129;CH JULES NIEL DE VALREAS;CENTRE HOSPITALIER JULES NIEL DE VALREAS;;CRS;TIVOLI;;BP 97;138.0;84;VAUCLUSE;84600 VALREAS;Centre Hospitalier (C.H.);Centres Hospitaliers;8610Z;3.0;ARS établissements Publics de santé dotation globale;1.0;Etablissement public de santé;VALREAS
840000558;840004659;CHI CAVAILLON CTRE PNEUMO ROQUEFRAICHE;CHI CAVAILLON LAURIS ROQUEFRAICHE CTRE PNEUMO ET REEDUC RESP;;;;;ROQUEFRAICHE;65.0;84;VAUCLUSE;84360 LAURIS;Centre Hospitalier (C.H.);Centres Hospitaliers;8610Z;3.0;ARS établissements Publics de santé dotation globale;1.0;Etablissement public de santé;LAURIS
840001861;840006597;CH D'AVIGNON HENRI DUFFAUT;CENTRE HOSPITALIER D'AVIGNON HENRI DUFFAUT;305.0;R;RAOUL FOLLEREAU;;;7.0;84;VAUCLUSE;84902 AVIGNON CEDEX 9;Centre Hospitalier (C.H.);Centres Hospitaliers;8610Z;3.0;ARS établissements Publics de santé dotation globale;1.0;Etablissement public de santé;AVIGNON 
840006480;840000087;SMUR CH ORANGE SITE VAISON;SMUR CH ORANGE SITE VAISON LA ROMAINE;18.0;R;GRAND'RUE;;;137.0;84;VAUCLUSE;84110 VAISON LA ROMAINE;Centre Hospitalier (C.H.);Centres Hospitaliers;8610Z;3.0;ARS établissements Publics de santé dotation globale;1.0;Etablissement public de santé;VAISON LA ROMAINE
840011381;840000087;CH D'ORANGE CTRE PLANIF FAMILIALE;CH D'ORANGE CENTRE DE PLANIFICATION FAMILIALE;;CRS;POURTOULE;;BP 184;87.0;84;VAUCLUSE;84106 ORANGE CEDEX;Centre Hospitalier (C.H.);Centres Hospitaliers;;3.0;ARS établissements Publics de santé dotation globale;;;ORANGE
840011407;840004659;CHI CAVAILLON LAURIS CTRE PLANIF FAM;CHI CAVAILLON LAURIS CTRE PLANIF FAM ANNEXE CPF CAVAILLON;;;MAISON PETITE ENFANCE;;;54.0;84;VAUCLUSE;84800 L ISLE SUR LA SORGUE;Centre Hospitalier (C.H.);Centres Hospitaliers;8621Z;3.0;ARS établissements Publics de santé dotation globale;1.0;Etablissement public de santé;L ISLE SUR LA SORGUE
840018337;840006597;CH D'AVIGNON CHIRURGIE SITE APT;CH D'AVIGNON HENRI DUFFAUT CHIRURGIE SITE CH DU PAYS D'APT;;RTE;DE MARSEILLE;;BP 172;3.0;84;VAUCLUSE;84405 APT CEDEX;Centre Hospitalier (C.H.);Centres Hospitaliers;8610Z;3.0;ARS établissements Publics de santé dotation globale;1.0;Etablissement public de santé;APT
840019228;840006597;CH AVIGNON ANTENNE SMUR D'APT;CH AVIGNON ANTENNE SMUR SITE CH D'APT;;RTE;DE MARSEILLE;;;3.0;84;VAUCLUSE;84400 APT;Centre Hospitalier (C.H.);Centres Hospitaliers;8610Z;3.0;ARS établissements Publics de santé dotation globale;1.0;Etablissement public de santé;APT
850000142;850000019;CHD SITE LA ROCHE SUR YON;CHD SITE LA ROCHE SUR YON;;BD;STEPHANE MOREAU;;;191.0;85;VENDEE;85925 LA ROCHE SUR YON CEDEX 9;Centre Hospitalier (C.H.);Centres Hospitaliers;8610Z;3.0;ARS établissements Publics de santé dotation globale;1.0;Etablissement public de santé;LA ROCHE SUR YON 
850000175;850009010;CH LVO - SITE DE  CHALLANS;CENTRE HOSPITALIER LOIRE VENDEE OCEAN SITE DE CHALLANS;;BD;GUERIN;;BP 219;47.0;85;VENDEE;85302 CHALLANS CEDEX;Centre Hospitalier (C.H.);Centres Hospitaliers;8610Z;3.0;ARS établissements Publics de santé dotation globale;1.0;Etablissement public de santé;CHALLANS
850000183;850000035;CH FONTENAY LE COMTE-SITE RABELAIS;CH FONTENAY LE COMTE-SITE RABELAIS;40.0;R;RABELAIS;;CS 10039;92.0;85;VENDEE;85201 FONTENAY LE COMTE CEDEX;Centre Hospitalier (C.H.);Centres Hospitaliers;8610Z;3.0;ARS établissements Publics de santé dotation globale;1.0;Etablissement public de santé;FONTENAY LE COMTE
850000191;850000043;HOPITAL DUMONTE;HOPITAL DUMONTE;17.0;IMP;DU PUITS RAYMOND;;;113.0;85;VENDEE;85350 L ILE D YEU;Centre hospitalier, ex Hôpital local;Hôpitaux Locaux;8610Z;3.0;ARS établissements Publics de santé dotation globale;1.0;Etablissement public de santé;L ILE D YEU
850000209;850000019;CHD-SITE DE LUCON;CENTRE HOSPITALIER -SITE DE LUCON;41.0;R;HENRY RENAUD;;BP 159;128.0;85;VENDEE;85407 LUCON CEDEX;Centre Hospitalier (C.H.);Centres Hospitaliers;8610Z;3.0;ARS établissements Publics de santé dotation globale;1.0;Etablissement public de santé;LUCON
850000225;850000019;CHD - SITE DE MONTAIGU;CHD - SITE DE MONTAIGU;54.0;R;SAINT JACQUES;;BP 259;146.0;85;VENDEE;85602 MONTAIGU CEDEX;Centre Hospitalier (C.H.);Centres Hospitaliers;8610Z;3.0;ARS établissements Publics de santé dotation globale;1.0;Etablissement public de santé;MONTAIGU
850000233;850009010;HOPITAL DE ST-GILLES- CROIX- DE- VIE;;20.0;R;LAENNEC;;BP 659;222.0;85;VENDEE;85800 ST GILLES CROIX DE VIE;Centre Hospitalier (C.H.);Centres Hospitaliers;8610Z;3.0;ARS établissements Publics de santé dotation globale;1.0;Etablissement public de santé;ST GILLES CROIX DE VIE
850000241;850000084;CENTRE HOSPITALIER COTE DE LUMIÈRE;;4.0;R;JACQUES MONOD;;OLONNE-SUR-MER;194.0;85;VENDEE;85340 LES SABLES D OLONNE;Centre Hospitalier (C.H.);Centres Hospitaliers;8610Z;3.0;ARS établissements Publics de santé dotation globale;1.0;Etablissement public de santé;LES SABLES D OLONNE
850000647;850025867;CH DES COLLINES VENDEENNES;CH DES COLLINES VENDEENNES;9.0;AV;DU MARECHAL LECLERC;;;59.0;85;VENDEE;85120 LA CHATAIGNERAIE;Centre hospitalier, ex Hôpital local;Hôpitaux Locaux;8610Z;3.0;ARS établissements Publics de santé dotation globale;1.0;Etablissement public de santé;LA CHATAIGNERAIE
850006479;850009010.0;"HOPITAL DE JOUR ""LE SEMAPHORE""";"HOPITAL DE JOUR ""LE SEMAPHORE""";71.0;R;DES PLANTES;;;47.0;85;VENDEE;85300 CHALLANS;Centre Hospitalier (C.H.);Centres Hospitaliers;8610Z;3.0;ARS établissements Publics de santé dotation globale;1.0;Etablissement public de santé;CHALLANS
850009630;850000035.0;CH FONTENAY SITE POLE SANTE SUD VENDEE;CENTRE HOSPITALIER SITE DU POLE SANTE SUD VENDEE;;R;DU DR FLEURANCE;;CS 10039;92.0;85;VENDEE;85201 FONTENAY LE COMTE CEDEX;Centre Hospitalier (C.H.);Centres Hospitaliers;8610Z;3.0;ARS établissements Publics de santé dotation globale;1.0;Etablissement public de santé;FONTENAY LE COMTE
850022013;850000100.0;SSR HOPITAL NOIRMOUTIER;HOPITAL DE NOIRMOUTIER SSR NON SPECIALISES ADULTES;2.0;R;DES SABLEAUX;;;163.0;85;VENDEE;85330 NOIRMOUTIER EN L ILE;Centre hospitalier, ex Hôpital local;Hôpitaux Locaux;;3.0;ARS établissements Publics de santé dotation globale;1.0;Etablissement public de santé;NOIRMOUTIER EN L ILE
870000098;870000023.0;CENTRE HOSPITALIER SAINT JUNIEN;CENTRE HOSPITALIER DE SAINT-JUNIEN;12.0;R;CHATEAUBRIAND;;BP 110;154.0;87;HAUTE VIENNE;87205 ST JUNIEN CEDEX;Centre Hospitalier (C.H.);Centres Hospitaliers;8610Z;3.0;ARS établissements Publics de santé dotation globale;1.0;Etablissement public de santé;ST JUNIEN
870000270;870000031.0;CTRE HOSPITALIER J BOUTARD ST YRIEIX;CENTRE HOSPITALIER  JACQUES BOUTARD  ST-YRIEIX;;PL;DU PRESIDENT PAUL MAGNAUD;;CS 60085;187.0;87;HAUTE VIENNE;87500 ST YRIEIX LA PERCHE;Centre Hospitalier (C.H.);Centres Hospitaliers;8610Z;3.0;ARS établissements Publics de santé dotation globale;1.0;Etablissement public de santé;ST YRIEIX LA PERCHE
870000403;870014503.0;HOPITAL INTERCOMMUNAL DU HAUT LIMOUSIN;HOPITAL INTERCOMMUNAL DU HAUT LIMOUSIN - MAGNAC LAVAL;8.0;AV;GEORGE SAND;;;89.0;87;HAUTE VIENNE;87190 MAGNAC LAVAL;Centre hospitalier, ex Hôpital local;Hôpitaux Locaux;8610Z;3.0;ARS établissements Publics de santé dotation globale;1.0;Etablissement public de santé;MAGNAC LAVAL
870000551;870014503.0;HOPITAL INTERCOMMUNAL DU HAUT LIMOUSIN;HOPITAL INTERCOMMUNAL DU HAUT LIMOUSIN - BELLAC;4.0;AV;CHARLES DE GAULLE;;;11.0;87;HAUTE VIENNE;87300 BELLAC;Centre hospitalier, ex Hôpital local;Hôpitaux Locaux;8610Z;3.0;ARS établissements Publics de santé dotation globale;1.0;Etablissement public de santé;BELLAC
870000601;870014248.0;HOPITAL DR RENE BARRIERE  ST LEONARD;HOPITAL LOCAL  DOCTEUR RENE BARRIERE  ST LEONARD;;CHE;DU PANAUD;;;161.0;87;HAUTE VIENNE;87400 ST LEONARD DE NOBLAT;Centre hospitalier, ex Hôpital local;Hôpitaux Locaux;8610Z;3.0;ARS établissements Publics de santé dotation globale;1.0;Etablissement public de santé;ST LEONARD DE NOBLAT
870001567;870014503.0;HOPITAL INTERCOMMUNAL DU HAUT LIMOUSIN;HOPITAL INTERCOMMUNAL DU HAUT LIMOUSIN - LE DORAT;9.0;AV;FR DE LA JOSNIERE;;;59.0;87;HAUTE VIENNE;87210 LE DORAT;Centre hospitalier, ex Hôpital local;Hôpitaux Locaux;8610Z;3.0;ARS établissements Publics de santé dotation globale;1.0;Etablissement public de santé;LE DORAT
870002516;870000023.0;CTRE HOSPITAL MOYEN SEJOUR ST JUNIEN;CENTRE HOSPITALIER DE MOYEN SEJOUR DE ST-JUNIEN;;R;CHANTEMERLE;;;154.0;87;HAUTE VIENNE;87200 ST JUNIEN;Centre Hospitalier (C.H.);Centres Hospitaliers;8610Z;3.0;ARS établissements Publics de santé dotation globale;1.0;Etablissement public de santé;ST JUNIEN
880000021;880007059.0;CHI E.DURKHEIM - PLATEAU DE LA JUSTICE;CENTRE HOSPITALIER INTERCO E. DURKHEIM-PLATEAU DE LA JUSTICE;2.0;AV;ROBERT SCHUMAN;;BP 590;160.0;88;VOSGES;88021 EPINAL CEDEX;Centre Hospitalier (C.H.);Centres Hospitaliers;8610Z;3.0;ARS établissements Publics de santé dotation globale;1.0;Etablissement public de santé;EPINAL
880000039;880009147.0;CHI HMV - SITE GERARDMER;CHI HOPITAUX DU MASSIF DES VOSGES - SITE GERARDMER;22.0;BD;KELSCH;;BP 129;196.0;88;VOSGES;88400 GERARDMER;Centre Hospitalier (C.H.);Centres Hospitaliers;8610Z;3.0;ARS établissements Publics de santé dotation globale;1.0;Etablissement public de santé;GERARDMER
880000047;880009147.0;CHI HMV - SITE SAINT DIE DES VOSGES;CHI HOPITAUX DU MASSIF DES VOSGES - SITE SAINT DIE DES VOSGE;26.0;R;DU NOUVEL HOPITAL;;;413.0;88;VOSGES;88100 ST DIE DES VOSGES;Centre Hospitalier (C.H.);Centres Hospitaliers;8610Z;3.0;ARS établissements Publics de santé dotation globale;1.0;Etablissement public de santé;ST DIE DES VOSGES
880000054;880007299.0;CHI L'OUEST VOSGIEN SITE NEUFCHATEAU;CH INTERCOMMUNAL DE L'OUEST VOSGIEN SITE NEUFCHATEAU;1280.0;AV;DE LA DIVISION LECLERC;;BP 249;321.0;88;VOSGES;88307 NEUFCHATEAU CEDEX;Centre Hospitalier (C.H.);Centres Hospitaliers;8610Z;3.0;ARS établissements Publics de santé dotation globale;1.0;Etablissement public de santé;NEUFCHATEAU
880000062;880780093.0;CENTRE HOSPITALIER DE REMIREMONT;CENTRE HOSPITALIER DE REMIREMONT;1.0;R;GEORGES LANG;;BP 30161;383.0;88;VOSGES;88204 REMIREMONT CEDEX;Centre Hospitalier (C.H.);Centres Hospitaliers;8610Z;3.0;ARS établissements Publics de santé dotation globale;1.0;Etablissement public de santé;REMIREMONT
880000070;880007299.0;CHI DE L'OUEST VOSGIEN SITE DE VITTEL;CENTRE HOSP INTERCOMMUNAL DE L'OUEST VOSGIEN SITE DE VITTEL;191.0;AV;MAURICE BARRES;;BP 129;516.0;88;VOSGES;88804 VITTEL CEDEX;Centre Hospitalier (C.H.);Centres Hospitaliers;8610Z;3.0;ARS établissements Publics de santé dotation globale;1.0;Etablissement public de santé;VITTEL
880000104;880780259.0;HOPITAL DE L'AVISON - BRUYERES;HOPITAL DE L'AVISON - BRUYERES;16.0;R;DE L'HOPITAL;;;78.0;88;VOSGES;88600 BRUYERES;Centre hospitalier, ex Hôpital local;Hôpitaux Locaux;8610Z;3.0;ARS établissements Publics de santé dotation globale;1.0;Etablissement public de santé;BRUYERES
880000112;880780267.0;HOPITAL LOCAL DE CHATEL-SUR-MOSELLE;HOPITAL LOCAL DE CHATEL SUR MOSELLE;2.0;R;DES VERGERS;;;94.0;88;VOSGES;88330 CHATEL SUR MOSELLE;Centre hospitalier, ex Hôpital local;Hôpitaux Locaux;8610Z;3.0;ARS établissements Publics de santé dotation globale;1.0;Etablissement public de santé;CHATEL SUR MOSELLE
880000138;880006325.0;HOPITAL SITE MATTAINCOURT;HOPITAL SITE MATTAINCOURT;1.0;R;DU GENERAL DE GAULLE;;;292.0;88;VOSGES;88500 MATTAINCOURT;Centre hospitalier, ex Hôpital local;Hôpitaux Locaux;8610Z;3.0;ARS établissements Publics de santé dotation globale;1.0;Etablissement public de santé;MATTAINCOURT
880000179;880009147.0;CHI HMV - SITE FRAIZE;CHI HOPITAUX DU MASSIF DES VOSGES - SITE FRAIZE;42.0;R;DE LA COSTELLE;;;181.0;88;VOSGES;88230 FRAIZE;Centre Hospitalier (C.H.);Centres Hospitaliers;8610Z;3.0;ARS établissements Publics de santé dotation globale;1.0;Etablissement public de santé;FRAIZE
880000187;880780333.0;HOPITAL LOCAL DE LAMARCHE;HOPITAL LOCAL DE LAMARCHE;4.0;R;DE BELLUNE;;;258.0;88;VOSGES;88320 LAMARCHE;Centre hospitalier, ex Hôpital local;Hôpitaux Locaux;8610Z;3.0;ARS établissements Publics de santé dotation globale;1.0;Etablissement public de santé;LAMARCHE
880000203;880007786.0;HOPITAL LE THILLOT;HOPITAL LE THILLOT;60.0;R;CHARLES DE GAULLE;;BP 79;468.0;88;VOSGES;88162 LE THILLOT CEDEX;Centre Hospitalier (C.H.);Centres Hospitaliers;8610Z;3.0;ARS établissements Publics de santé dotation globale;1.0;Etablissement public de santé;LE THILLOT
880000336;880007059.0;CHI E. DURKHEIM - SITE DE GOLBEY;CENTRE HOSPITALIER INTERCOMMUNAL E. DURKHEIM  SITE DE GOLBEY;13.0;R;EUGENE LUTHERER;;BP 39;209.0;88;VOSGES;88191 GOLBEY CEDEX;Centre Hospitalier (C.H.);Centres Hospitaliers;8610Z;3.0;ARS établissements Publics de santé dotation globale;1.0;Etablissement public de santé;GOLBEY
880006663;880007059.0;CHI E.DURKHEIM-MAISON DE SANTE ST JEAN;CHI EMILE DURKHEIM - MAISON DE SANTE SAINT JEAN;31.0;R;THIERS;;;160.0;88;VOSGES;88000 EPINAL;Centre Hospitalier (C.H.);Centres Hospitaliers;8610Z;3.0;ARS établissements Publics de santé dotation globale;1.0;Etablissement public de santé;EPINAL
880007752;880009147.0;CHI HMV - ANTENNE SMUR;CHI HOPITAUX DU MASSIF DES VOSGES - ANTENNE SMUR A GERARDMER;22.0;BD;KELSCH;;BP 129;196.0;88;VOSGES;88400 GERARDMER;Centre Hospitalier (C.H.);Centres Hospitaliers;8610Z;3.0;ARS établissements Publics de santé dotation globale;1.0;Etablissement public de santé;GERARDMER
880009410;880009147.0;CHI HMV SITE DES 5 VALLEES;;75.0;R;DU PETIT HINBAUMONT;;;319.0;88;VOSGES;88420 MOYENMOUTIER;Centre Hospitalier (C.H.);Centres Hospitaliers;8610Z;3.0;ARS établissements Publics de santé dotation globale;1.0;Etablissement public de santé;MOYENMOUTIER
890973258;890970569.0;MOYEN SEJOUR CH SENS;MOYEN SEJOUR CENTRE HOSPITALIER SENS;5.0;AV;PIERRE DE COUBERTIN;;;387.0;89;YONNE;89106 SENS CEDEX;Centre Hospitalier (C.H.);Centres Hospitaliers;8610Z;3.0;ARS établissements Publics de santé dotation globale;1.0;Etablissement public de santé;SENS
890975501;890970569.0;HL R BONNION  VILLENEUVE-SUR-YONNE;HL R BONNION  VILLENEUVE-SUR-YONNE;87.0;R;CARNOT;;BP 92;464.0;89;YONNE;89500 VILLENEUVE SUR YONNE;Centre Hospitalier (C.H.);Centres Hospitaliers;8610Z;3.0;ARS établissements Publics de santé dotation globale;1.0;Etablissement public de santé;VILLENEUVE SUR YONNE
890975527;890000037.0;CH AUXERRE;CH AUXERRE;2.0;BD;DE VERDUN;;BP 69;24.0;89;YONNE;89011 AUXERRE CEDEX;Centre Hospitalier (C.H.);Centres Hospitaliers;8610Z;3.0;ARS établissements Publics de santé dotation globale;1.0;Etablissement public de santé;AUXERRE
890975535;890000409.0;CH AVALLON;CH AVALLON;1.0;R;DE L HOPITAL;;BP 197;25.0;89;YONNE;89206 AVALLON CEDEX;Centre Hospitalier (C.H.);Centres Hospitaliers;8610Z;3.0;ARS établissements Publics de santé dotation globale;1.0;Etablissement public de santé;AVALLON
890975543;890000417.0;CH JOIGNY;CH JOIGNY;3.0;;QUAI DE L HOPITAL;;BP 229;206.0;89;YONNE;89306 JOIGNY CEDEX;Centre Hospitalier (C.H.);Centres Hospitaliers;;3.0;ARS établissements Publics de santé dotation globale;1.0;Etablissement public de santé;JOIGNY
890975550;890970569.0;CH SENS;CH SENS;1.0;AV;PIERRE DE COUBERTIN;;BP 808;387.0;89;YONNE;89108 SENS CEDEX;Centre Hospitalier (C.H.);Centres Hospitaliers;8610Z;3.0;ARS établissements Publics de santé dotation globale;1.0;Etablissement public de santé;SENS
890975568;890000433.0;CENTRE HOSPITALIER DU TONNERROIS;CENTRE HOSPITALIER DU TONNERROIS;;CHE;DES JUMERIAUX;;CS 20203;418.0;89;YONNE;89700 TONNERRE;Centre Hospitalier (C.H.);Centres Hospitaliers;8610Z;3.0;ARS établissements Publics de santé dotation globale;1.0;Etablissement public de santé;TONNERRE
900000167;900000365.0;CH HNFC SITE DE BELFORT;CH HOPITAL NORD FRANCHE COMTE SITE BELFORT;5.0;R;JACQUELINE AURIOL;;CS 20499;10.0;90;TERRITOIRE DE BELFORT;90016 BELFORT CEDEX;Centre Hospitalier (C.H.);Centres Hospitaliers;8610Z;3.0;ARS établissements Publics de santé dotation globale;1.0;Etablissement public de santé;BELFORT
900003039;900000365.0;HNFC SITE TREVENANS;HNFC SITE TREVENANS;100.0;RTE;DE MOVAL;;;97.0;90;TERRITOIRE DE BELFORT;90400 TREVENANS;Centre Hospitalier (C.H.);Centres Hospitaliers;8610Z;3.0;ARS établissements Publics de santé dotation globale;1.0;Etablissement public de santé;TREVENANS
900003070;900000365.0;SSR SITE PIERRE ENGEL HNFC BAVILLIERS;;;RTE;DE FROIDEVAL;;;8.0;90;TERRITOIRE DE BELFORT;90800 BAVILLIERS;Centre Hospitalier (C.H.);Centres Hospitaliers;8610Z;3.0;ARS établissements Publics de santé dotation globale;1.0;Etablissement public de santé;BAVILLIERS
910000272;910110014.0;CH D ARPAJON;CENTRE HOSPITALIER;18.0;AV;DE  VERDUN;;;21.0;91;ESSONNE;91294 ARPAJON CEDEX;Centre Hospitalier (C.H.);Centres Hospitaliers;8610Z;3.0;ARS établissements Publics de santé dotation globale;1.0;Etablissement public de santé;ARPAJON
910000280;910019447.0;CH DOURDAN ETAMPES SITE DOURDAN;CENTRE HOSPITALIER SUD ESSONNE DOURDAN ETAMPES SITE DOURDAN;2.0;R;DU POTELET;;BP 102;200.0;91;ESSONNE;91415 DOURDAN CEDEX;Centre Hospitalier (C.H.);Centres Hospitaliers;8610Z;3.0;ARS établissements Publics de santé dotation globale;1.0;Etablissement public de santé;DOURDAN
